0
69,21,353.902043926975,344.614018358827,27,163.9064640034161,411.8379367817364,36,466.1073308082012,422.4496268312503,42,292.93488362703744,260.9246677873933
70,21,353.85114715470564,344.2318476970964,27,163.9580617815814,411.90482386654236,36,466.0786928513156,422.677141942568,42,293.34027203655444,260.8708715436066
71,21,353.8002503824363,343.84967703536574,27,164.05080183755783,411.99176558267504,36,466.05005489443005,422.9046570538857,42,293.74566044607144,260.8170752998199
72,21,353.7493536101669,343.4675063736351,27,164.05291619258813,412.12797417598654,36,466.0214169375445,423.13217216520343,42,294.15104885558844,260.76327905603324
73,21,353.69845683789754,343.08533571190446,27,164.05940911242735,412.0856084532477,36,465.9927789806589,423.35968727652113,42,294.55643726510544,260.70948281224656
74,21,353.64756006562817,342.7031650501738,27,164.06367431307814,412.0812982144453,36,465.9641410237733,423.58720238783883,42,294.96182567462245,260.6556865684599
75,21,353.5966632933588,342.3209943884432,27,163.93194888928699,412.3022339234667,36,465.93550306688775,423.81471749915653,42,295.36721408413945,260.6018903246732
76,21,353.54576652108943,341.93882372671254,27,163.9641978485488,412.32998153995504,36,465.9068651100022,424.04223261047423,42,295.77260249365645,260.54809408088653
77,21,353.49486974882007,341.5566530649819,27,163.72233927442667,412.4502903242314,36,465.8782271531166,424.26974772179193,42,296.17799090317345,260.49429783709985
78,21,353.4439729765507,341.17448240325126,27,163.65593483757272,412.373784569018,36,465.849589196231,424.49726283310963,42,296.58337931269045,260.4405015933132
79,21,353.39307620428133,340.7923117415206,27,163.90667086540253,412.21724825798066,36,465.82095123934545,424.72477794442733,42,296.98876772220746,260.3867053495265
80,21,353.34217943201196,340.41014107979,27,163.92042009241572,412.2562965572595,36,465.7923132824599,424.95229305574503,42,297.39415613172446,260.3329091057398
81,21,353.2912826597426,340.02797041805934,27,163.95598602219044,412.28562164230766,36,465.7636753255743,425.17980816706273,42,297.79954454124146,260.27911286195314
82,21,353.2403858874732,339.6457997563287,27,163.69989679305374,412.3903112217647,36,465.7350373686887,425.40732327838043,42,298.20493295075846,260.22531661816646
83,21,353.18948911520386,339.26362909459806,27,163.9852829495983,412.2004013578014,36,465.70639941180315,425.63483838969813,42,298.61032136027546,260.1715203743798
84,21,353.1385923429345,338.8814584328674,27,164.0331057622951,412.2683199956935,36,465.6777614549176,425.86235350101583,42,299.01570976979247,260.1177241305931
85,21,353.0876955706651,338.4992877711368,27,163.96843315178666,412.36052299553666,36,465.649123498032,426.08986861233353,42,299.42109817930947,260.0639278868064
86,21,353.03679879839575,338.11711710940614,27,163.81425794061997,412.5703004210887,36,465.6204855411464,426.31738372365123,42,299.82648658882647,260.01013164301975
87,21,352.9859020261264,337.7349464476755,27,163.53536666708652,412.71635116415683,36,465.59184758426085,426.54489883496893,42,300.23187499834347,259.95633539923307
88,21,352.935005253857,337.35277578594486,27,163.42090397955232,412.698415576232,36,465.5632096273753,426.77241394628663,42,300.6372634078605,259.9025391554464
89,21,352.88410848158765,336.9706051242142,27,163.46764739870818,412.6197775256613,36,465.5345716704897,426.99992905760433,42,301.0426518173775,259.8487429116597
90,21,352.8332117093183,336.5884344624836,27,163.37674438728504,412.71324646248036,36,465.5059337136041,427.22744416892203,42,301.4480402268945,259.79494666787303
91,21,352.7823149370489,336.20626380075294,27,163.43646931343304,412.64043354683145,36,465.47729575671855,427.45495928023973,42,301.8534286364115,259.74115042408636
92,21,352.73141816477954,335.8240931390223,27,163.45450095946384,412.7130458813388,36,465.448657799833,427.68247439155743,42,302.2588170459285,259.6873541802997
93,21,352.6805213925102,335.44192247729166,27,163.86274135107234,412.5506075620099,36,465.4200198429474,427.90998950287513,42,302.6642054554455,259.633557936513
94,21,352.6296246202408,335.059751815561,27,163.9459317038862,412.62183502419873,36,465.3913818860618,428.13750461419284,42,303.0695938649625,259.5797616927263
95,21,352.57872784797144,334.6775811538304,27,163.63526235336684,412.8643578123512,36,465.36274392917625,428.36501972551054,42,303.4749822744795,259.52596544893964
96,21,352.52783107570207,334.29541049209973,27,163.55622694330228,412.8173048241617,36,465.3341059722907,428.59253483682824,42,303.8803706839965,259.47216920515297,115,308.31475767377214,203.60288938763932
97,21,352.4769343034327,333.9132398303691,27,163.84099291435314,412.65039538017345,36,465.3054680154051,428.82004994814594,42,304.2857590935135,259.4183729613663,115,308.3882331286622,203.6763648425294,121,295.5006400345898,293.54611122599607
98,21,352.42603753116333,333.53106916863845,27,163.89248912349558,412.67404429927683,36,465.2768300585195,429.04756505946364,42,304.6911475030305,259.3645767175796,115,305.7081015445403,204.30855015293875,121,294.51745538822996,294.51745538822996
99,21,352.37514075889396,333.1488985069078,27,163.87234169213227,412.6813321706479,36,465.24819210163395,429.27508017078134,42,305.0965359125475,259.31078047379293,115,305.23314650146403,203.64945204345622,121,294.57192390131894,294.4513794677252,123,313.8317385023065,292.96876242808776
100,21,352.3242439866246,332.7667278451772,27,163.94245994306533,412.6915291569325,36,465.2195541447484,429.50259528209904,42,305.5019243220645,259.25698423000625,115,307.68404219175113,202.84856245542298,121,294.5070612818047,294.5070612818047,123,313.88469650527077,293.38469650527077
101,21,352.2733472143552,332.38455718344653,27,164.19539514020997,412.5441347642334,36,465.1909161878628,429.73011039341674,42,305.9073127315815,259.2031879862196,115,308.5337316656017,203.53373166560166,121,294.56413643421,294.44359200061626,123,313.9985966759021,293.4985966759021
102,21,352.22245044208586,332.0023865217159,27,164.23027757920815,412.66336778916906,36,465.1622782309772,429.95762550473444,42,306.3127011410985,259.1493917424329,115,308.52115891611027,204.02115891611027,121,294.5018496719109,294.5018496719109,123,313.74687207208274,293.2162934588015
103,21,352.1715536698165,331.62021585998525,27,163.95242820179593,412.88806662953033,36,465.13364027409165,430.18514061605214,42,306.7180895506155,259.0955954986462,115,305.5850365099993,204.36613392210873,121,294.5006980661391,294.5006980661391,123,313.5954015193443,293.06482290606306
104,21,352.1206568975471,331.2380451982546,27,164.27051369984346,412.7071286900778,36,465.1050023172061,430.41265572736984,42,307.1234779601325,259.04179925485954,115,304.8685498648138,203.67088751129816,121,294.50011207706143,294.50011207706143,123,313.81518311325664,293.31518311325664
105,21,352.06976012527775,330.85587453652397,27,164.30576663011567,412.7870288371469,36,465.0763643603205,430.64017083868754,42,307.5288663696495,258.98800301107286,115,306.7617867553032,202.99256068108443,121,294.49986283877763,294.49986283877763,123,313.9433172644153,293.4433172644153
106,21,352.0188633530084,330.47370387479333,27,164.0906544941891,412.9588490742672,36,465.0477264034349,430.86768595000524,42,307.9342547791665,258.9342067672862,115,304.86526913952287,203.7652782947963,121,294.49979403482985,294.49979403482985,123,313.97102010847647,293.54243124128897
107,21,351.967966580739,330.0915332130627,27,164.0738988599388,412.9420934400169,36,465.01908844654935,431.09520106132294,42,308.3396431886835,258.8804105234995,115,304.5853617871494,203.48537094242283,121,294.49980887784307,294.49980887784307,123,313.9949931807233,293.5664043135358
108,21,351.91706980846965,329.70936255133205,27,164.72457851282272,412.5446926485649,36,464.9904504896638,431.32271617264064,42,308.7450315982005,258.8266142797128,115,304.49212386647946,203.34827926198724,121,294.49985309031746,294.49985309031746,123,313.998885952286,293.5702970850985
109,21,351.8661730362003,329.3271918896014,27,164.51985015606382,412.8566421482513,36,464.9618125327782,431.55023128395834,42,309.1504200077175,258.77281803592615,115,304.45386322319496,203.32251556694496,121,295.74559474854203,293.78429103760453,123,314.0275004285364,293.5275004285364
110,21,351.8152762639309,328.94502122787077,27,164.48070837291982,412.7658646229198,36,464.9331745758926,431.77774639527604,42,309.5558084172345,258.7190217921395,115,304.3997326974199,203.39973269741992,121,294.6361218159424,294.6361218159424,123,314.019221851264,293.519221851264
111,21,351.76437949166154,328.5628505661401,27,164.50538662346793,412.65463283928824,36,464.90453661900705,432.00526150659374,42,309.9611968267515,258.6652255483528,115,304.61051546954127,203.49305331133817,121,294.55889010486635,294.55889010486635,123,313.9788773544375,293.55028848725
112,21,351.7134827193922,328.1806799044095,27,165.70501765282586,411.624970045404,36,464.8758986621215,432.23277661791144,42,310.3665852362685,258.6114293045661,115,304.54525302875896,203.7956192396965,121,294.15238899166553,294.64652961666553,123,314.0082190145425,293.5082190145425
113,21,351.6625859471228,327.79850924267885,27,169.71058777528006,408.6934216375847,36,464.8472607052359,432.46029172922914,42,310.7719736457855,258.55763306077944,115,304.66908354782674,203.48561186813924,121,293.9629146579653,294.7118117413107,123,314.0041028663252,293.5041028663252
114,21,351.61168917485344,327.4163385809482,27,169.98348299894468,408.96631686124937,36,464.8186227483503,432.68780684054684,42,311.1773620553025,258.50383681699276,115,306.5655544637653,203.2691677450153,121,293.7734403242651,294.7770938659559,123,314.0083162637894,293.50039429024326
115,21,351.56079240258407,327.03416791921757,27,170.07491716174707,409.07491716174707,36,464.78998479146475,432.91532195186454,42,311.5827504648195,258.4500405732061,115,306.2372733741328,203.8626853614375,121,293.5839659905649,294.8423759906011,123,314.00099483778325,293.50099483778325
116,21,351.5098956303147,326.6519972574869,27,167.38864974212925,410.88864974212925,36,464.7613468345792,433.14283706318224,42,311.9881388743365,258.3962443294194,115,306.6183610218333,203.84087994273176,121,293.39449165686466,294.9076581152463,123,314.0019837427731,293.4984690858835
117,21,351.45899885804533,326.2698265957563,27,169.8758968717581,408.85873073406276,36,464.7327088776936,433.37035217449994,42,312.39352728385353,258.3424480856327,115,306.71877921049,203.88099539701346,121,291.4336829794224,294.6765418661411,123,314.002972647763,293.4959433339838
118,21,351.40810208577597,325.88765593402564,27,169.99623929427102,408.97907315657574,36,464.704070920808,433.59786728581764,42,312.79891569337053,258.28865184184605,115,306.7282939962978,203.8905101828212,121,291.2989423710223,294.54180125774104,123,314.00396155275286,293.4934175820841
119,21,351.3572053135066,325.505485272295,27,169.1917617863219,409.62913971600943,36,464.67543296392245,433.82538239713534,42,313.20430410288753,258.23485559805937,115,306.285190427161,204.00436767325476,121,290.900106320178,294.5052617033951,123,314.0049504577427,293.49089183018435
120,21,351.30630854123723,325.12331461056436,27,169.16040139617272,409.6067209762508,36,464.64679500703687,434.05289750845304,42,313.60969251240454,258.1810593542727,115,306.9103395275698,203.77813737913232,121,290.7730367006918,294.04540608545744,123,314.0059393627326,293.4883660782846
121,21,351.25541176896786,324.7411439488337,27,169.80472384488078,409.28473483120894,36,464.6181570501513,434.28041261977074,42,314.01508092192154,258.127263110486,115,307.0960544647355,203.75283690809235,121,290.4516896365037,293.8872718732242,123,314.00692826772246,293.4858403263849
122,21,351.2045149966985,324.3589732871031,27,170.10746788078038,409.05471824699134,36,464.5895190932657,434.50792773108844,42,314.42046933143854,258.07346686669933,115,306.90496539205753,203.68764971822944,121,289.54656717283336,293.15044900877086,123,314.0079171727123,293.4833145744852
123,21,351.1536182244291,323.97680262537244,27,170.47888573442978,408.91951378618757,36,464.56088113638015,434.73544284240614,42,314.82585774095554,258.01967062291266,115,307.0005159379341,203.5547456742622,121,289.0614371998814,292.82995299077464,123,314.0089060777022,293.48078882258545
124,21,351.10272145215976,323.5946319636418,27,171.44666128845583,408.3695128509558,36,464.53224317949457,434.96295795372384,42,315.23124615047254,257.965874379126,115,307.33693877418006,203.7515963669535,121,288.5763072269295,292.5094569727784,123,314.00989498269206,293.4782630706857
125,21,351.0518246798904,323.21246130191116,27,172.93136323065812,407.43928254218156,36,464.503605222609,435.19047306504154,42,315.63663455998955,257.9120781353393,115,306.8090690109053,203.93316874235066,121,288.09117725397755,292.1889609547822,123,314.0108838876819,293.475737318786
126,21,351.000927907621,322.8302906401805,27,173.9441677289241,406.94416772892407,36,464.4749672657234,435.41798817635924,42,316.04202296950655,257.8582818915526,115,307.0281742167976,203.83405190234444,121,287.6060472810256,291.868464936786,123,314.0118727926718,293.4732115668863
127,21,350.95003113535165,322.4481199784499,27,174.82786959998174,406.4592598510067,36,464.44632930883785,435.64550328767695,42,316.44741137902355,257.80448564776594,115,307.4108531860001,203.81948355709386,121,287.1209173080737,291.54796891878976,123,314.01286169766166,293.47068581498655
128,21,350.8991343630823,322.06594931671924,27,175.71157147103938,405.97435197308937,36,464.41769135195227,435.87301839899465,42,316.85279978854055,257.75068940397927,115,307.50239673312325,203.91102710421703,121,286.63578733512173,291.22747290079354,123,314.01385060265153,293.4681600630868
129,21,350.8482375908129,321.6837786549886,27,176.59527334209702,405.489444095172,36,464.3890533950667,436.10053351031235,42,317.25818819805755,257.6968931601926,115,307.12676933163016,204.04717948788013,121,286.1506573621698,290.9069768827973,123,314.0148395076414,293.4656343111871
130,21,350.79734081854355,321.30160799325796,27,177.47897521315465,405.00453621725467,36,464.3604154381811,436.32804862163005,42,317.66357660757456,257.6430969164059,115,306.7054175312792,202.12086858108387,121,285.66552738921786,290.5864808648011,123,314.01582841263127,293.4631085592874
131,21,350.7464440462742,320.9194373315273,27,178.3626770842123,404.5196283393373,36,464.33177748129555,436.55556373294775,42,318.06896501709156,257.58930067261923,115,305.71991460033325,202.43719975658328,121,285.1803974162659,290.2659848468049,123,314.01681731762113,293.46058280738765
