0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
68
69
70
71
72
73
74
75
76
77
78
79
80
81
82
83
84
85
86
87
88
89
90
91
92
93
94
95
96
97
98
99
100
101
102
103,3,582,255,2071.7535914938135
104,3,580,251,-277.8497977986234
105,3,578,247,-123.48879902161039
106,3,576,243,-69.46244944965585
107,3,573,239,23.45027025680502
108,3,573,231,-287.04267228172
109,3,570,232,-3295.0152207724677
110,3,567,234,-2469.205305025338
111,3,568,229,-514.7270410119936
112,3,564,227,328.9513238672584
113,3,562,224,0.0
114,3,560,222,89.79373956352615
115,3,558,222,-2148.3687451737014
116,3,559,224,-1343.4331981464466
117,3,559,220,-259.8764505141919
118,3,558,220,-2181.1745645767096
119,3,558,217,-232.64839470515926
120,3,556,217,-1986.9123243852114
121,3,558,213,-396.07620244266747
122,3,553,216,-1866.8039169348933
123,3,554,216,-823.271001836788
124,3,553,215,72.69398306362547
125,3,553,215,-695.7573685580586
126,3,554,213,-306.5836482376991
127,3,553,214,-1302.421343924524
128,3,552,215,-1177.279874521525
129,3,552,214,-148.993656365854
130,3,551,214,-1275.2951929197056
131,3,551,214,-467.5144745741252
132,3,551,213,-116.33690996439671
133,3,554,207,-205.52536082330894
134,3,553,206,36.844443882915925
135,3,553,206,-367.41335287234557
136,3,553,206,-335.93867449047116
137,3,553,206,-307.95880261629105
138,3,549,212,-608.1672579149276
139,3,549,214,-501.0817137778569
140,3,549,215,-466.9177191053003
141,3,550,216,-352.7303180814208
142,3,550,216,-239.71872086284688
143,3,551,216,-224.6556797372945
144,3,550,216,-560.4675224886497
145,3,550,217,-384.93163013180913
146,3,551,218,-292.4843164046701
147,3,550,218,-523.4055838940865
148,3,551,219,-289.68365012480893
149,3,551,220,-352.6547377117567
150,3,552,220,-199.46123678172415
151,3,552,222,-339.6567852326804
152,3,553,222,-192.20060596588974
153,3,557,226,-262.3988324754895
154,3,558,228,-281.1254775612027
155,3,559,230,-270.14398140120767
156,3,559,230,-168.82804867313226
157,3,560,230,-161.01115969543005
158,3,563,225,-84.833386050293
159,3,562,225,-394.97952570385826
160,3,561,224,14.295465996741852
161,3,555,229,-343.0054345087595
162,3,555,230,-269.7540493170963
163,3,555,231,-258.4330976693819
164,3,560,227,-105.88016714255762
165,3,555,233,-330.57302453460494
166,3,555,235,-271.8676976238153
167,3,556,236,-209.02950963947455
168,3,557,238,-225.52024910537875
169,3,557,240,-250.7768551035633
170,3,557,242,-242.67565828757924
171,3,557,244,-234.9572946307324
172,3,559,245,-162.83082038326745
173,3,559,247,-227.98772335477608
174,3,559,247,-126.54340290685778
175,3,560,249,-185.96916314280938
176,3,561,250,-162.93120712981226
177,3,561,250,-114.75218367701224
178,3,561,250,-110.28183201072389
179,3,561,250,-106.04069692385772
180,3,558,255,-208.20267739754084
181,3,565,256,-115.11046773775278
182,3,565,256,-104.01095671909323
183,3,566,257,-137.64789321198379
184,3,568,260,-144.5414991396207
185,3,570,263,-141.87861438890448
186,3,572,265,-130.39359297483517
187,3,574,266,-113.79573837521353
188,3,575,268,-139.49538120535956
189,3,576,268,-90.8126931941124
190,3,578,269,-108.37753659181108
191,3,579,270,-118.89220472193202
192,3,581,266,-42.953122667275025
193,3,580,270,-165.9398071752024
194,3,582,266,-44.89290232888876
195,3,582,271,-162.49288316303435
196,3,583,272,-126.10227890339549
