36,320.0,475.5,306.5042468780806
37,320.0,475.5,306.5042468780806
38,320.0,476.0,306.5042468780806
39,320.5,475.5,304.8783405124667
40,320.0,476.0,306.5042468780806
41,320.0,475.5,306.5042468780806
42,319.5,475.5,308.1468293793014
43,319.5,475.5,308.1468293793014
44,319.5,475.5,308.1468293793014
45,320.0,475.5,309.91527227054894
46,319.5,475.5,308.1468293793014
47,319.5,476.0,308.1468293793014
48,320.0,475.5,309.91527227054894
49,320.0,475.5,309.91527227054894
50,320.0,475.5,309.91527227054894
51,320.0,475.5,309.91527227054894
52,320.0,475.5,309.91527227054894
53,320.0,475.0,309.91527227054894
54,320.0,475.0,309.91527227054894
55,320.5,476.0,311.70487906178886
56,320.0,475.5,313.4030908493725
57,320.0,475.5,313.4030908493725
58,320.0,476.0,313.4030908493725
59,320.0,476.0,313.4030908493725
60,320.0,476.0,313.4030908493725
61,320.0,476.0,313.4030908493725
62,320.5,476.0,311.70487906178886
63,320.5,476.0,311.70487906178886
64,321.0,476.5,313.51603068986503
65,321.0,476.5,313.51603068986503
66,321.0,476.5,313.51603068986503
67,321.5,476.5,311.8157977741549
68,321.5,476.5,311.8157977741549
69,322.0,477.0,310.1331376356598
70,322.0,477.0,310.1331376356598
71,322.5,477.0,308.467780258086
72,322.5,477.5,308.467780258086
73,323.5,477.0,308.57476779307945
74,323.5,477.0,308.57476779307945
75,324.0,477.5,310.351014480859
76,324.0,477.5,310.351014480859
77,324.5,477.5,308.6817566383504
78,324.5,478.0,308.6817566383504
79,324.5,478.0,308.6817566383504
80,324.5,478.5,308.6817566383504
81,324.5,478.0,308.6817566383504
82,324.5,478.5,308.6817566383504
83,324.5,479.0,308.6817566383504
84,325.0,479.0,310.45995622409623
85,325.0,479.0,310.45995622409623
86,325.0,479.0,310.45995622409623
87,325.0,479.5,310.45995622409623
88,325.0,479.5,310.45995622409623
89,325.0,479.5,310.45995622409623
90,324.5,479.5,312.14857688606486
91,324.5,479.0,312.14857688606486
92,324.5,479.0,312.14857688606486
93,324.5,478.5,312.14857688606486
94,324.5,479.0,312.14857688606486
95,324.5,479.0,312.14857688606486
96,323.5,479.5,312.0376470868348
97,323.5,479.0,312.0376470868348
98,323.5,479.0,312.0376470868348
99,323.5,479.0,312.0376470868348
100,323.5,479.0,312.0376470868348
101,323.5,479.0,312.0376470868348
102,324.0,479.5,310.351014480859
103,323.5,480.0,312.0376470868348
104,323.5,481.0,312.0376470868348
105,323.5,481.5,312.0376470868348
106,323.5,482.5,312.0376470868348
107,323.0,484.0,313.7419260926833
108,323.0,485.0,313.7419260926833
109,323.0,486.0,313.7419260926833
110,323.5,487.0,312.0376470868348
