0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36,18,249,553,-1060.2875205865548
37,18,249,553,-132.53594007331935
38,18,249,554,-235.61944901923442
39,18,250,553,0.0
40,18,249,554,-1310.597382254082
41,18,249,553,314.71247219991756
42,18,248,553,-1372.0298666594833
43,18,248,553,-183.8305641657042
44,18,248,553,-129.1100807309198
45,18,248,553,-94.12124885284054
46,18,248,553,-70.71468734247973
47,18,248,554,-187.3350462160864
48,18,248,553,72.43122840928352
49,18,248,553,-57.99249592390521
50,18,248,553,-47.15004705635433,22,651,401,0.0
51,18,248,553,-38.85044160527244,22,646,402,0.0
52,18,248,553,-32.389865421371034,22,637,406,62.235565880213514
53,18,248,553,-27.285906861316167,22,632,406,-84.85788149942661
54,18,248,553,-23.200380349204824,22,627,407,0.0
55,18,248,554,-66.43361124943775,22,623,409,80.8804185160676
56,18,247,554,-117.77544369454563,22,617,411,31.755395463055084
57,18,247,554,-20.486821638902843,22,608,414,26.202959237493356
58,18,247,555,-58.7546165124144,22,603,414,-40.40941760612162
59,18,247,555,-17.237350962252748,22,599,416,55.65065429280649
60,18,247,555,-15.25050494093965,22,594,417,0.0
61,18,247,555,-13.557643360388143,22,590,418,7.668425728973671
62,18,248,555,-13.129838062964312,22,583,421,31.191252906787152
63,18,248,555,-11.772713310556055,22,578,421,-29.39804040951662
64,18,248,556,-34.26709567646944,22,573,422,0.0
65,18,248,556,-10.317780203128558,22,569,423,5.728005456625276
66,18,248,556,-9.351148517487534,22,565,424,4.99193799399908
67,18,249,556,-9.116379650134755,22,556,428,22.7211871277279
68,18,249,556,-8.31247818058312,22,553,427,635.0027017973604
69,18,250,557,-16.650494362739476,22,549,428,5.316037794777201
70,18,250,557,-7.631848751406559,22,545,429,4.760917933349789
71,18,251,557,-7.445151279743244,22,540,430,9.104399923046638e-14
72,18,251,558,-24.057291543938533,22,532,433,14.350336522514986
73,18,252,557,0.0,22,528,433,-17.104694240538006
74,18,252,557,-8.432475498801624,22,523,433,-15.69787101840643
75,18,252,558,-24.63998037222614,22,518,434,7.547198060964336e-14
76,18,252,558,-7.626890419574455,22,514,435,3.354084423027586
77,18,253,558,-7.4384490754449875,22,507,437,5.397387191121624
78,18,253,559,-23.567444699030876,22,503,437,-12.775472528933522
79,18,253,559,-7.332272201688298,22,497,438,-2.0132349528921583
80,18,253,560,-21.470279860538813,22,493,439,2.7966298415881146
81,18,253,559,8.057662588659388,22,488,440,5.503786127582132e-14
82,18,253,560,-26.725980973204194,22,480,442,2.5403125662211075
83,18,253,561,-26.068077706170502,22,475,442,-10.296435543840586
84,18,253,561,-8.168140966436344,22,470,443,5.0242223253523455e-14
85,18,253,560,7.976187138081699,22,465,444,4.7389545485180305e-14
86,18,253,561,-26.11238183775863,22,461,444,-9.12754773150751
87,18,253,561,-8.211561132511475,22,453,446,2.190740389151289
88,18,253,561,-7.755470540917492,22,448,447,4.357100740586961e-14
89,18,253,561,-7.332540693238922,22,444,447,-8.413978501441704
90,18,252,561,-35.909905740119086,22,439,448,6.191740259097563e-14
91,18,252,561,-6.804061779692413,22,435,448,-7.9829519864725205
92,18,252,561,-6.4521991301100075,22,428,450,3.260791561202349
93,18,252,560,6.330687191381114,22,423,451,5.777742169839066e-14
94,18,252,561,-20.59235026571506,22,419,451,-7.463186485749915
95,18,252,561,-6.526599236454156,22,414,452,5.506812588317254e-14
